temperature, rainfall, humudity, yeild_apples
96.00 58.00 52.00 368.00
82.00 55.00 33.00 291.00
37.00 71.00 77.00 410.00
68.00 65.00 41.00 321.00
92.00 88.00 59.00 445.00
88.00 85.00 58.00 432.00
35.00 35.00 62.00 291.00
99.00 21.00 88.00 405.00
93.00 29.00 88.00 415.00
49.00 87.00 63.00 412.00
93.00 99.00 77.00 522.00
40.00 83.00 41.00 329.00
57.00 60.00 74.00 399.00
82.00 66.00 63.00 403.00
60.00 62.00 27.00 265.00
63.00 96.00 71.00 468.00
95.00 47.00 65.00 384.00
29.00 88.00 28.00 289.00
95.00 72.00 59.00 416.00
65.00 96.00 79.00 494.00
37.00 22.00 26.00 159.00
40.00 38.00 37.00 227.00
98.00 36.00 48.00 314.00
51.00 28.00 71.00 320.00
76.00 80.00 69.00 443.00
41.00 88.00 30.00 307.00
88.00 87.00 27.00 343.00
55.00 36.00 56.00 295.00
89.00 32.00 63.00 342.00
44.00 59.00 68.00 366.00
85.00 83.00 69.00 458.00
36.00 93.00 55.00 387.00
22.00 37.00 73.00 315.00
70.00 84.00 77.00 469.00
43.00 54.00 51.00 304.00
67.00 21.00 86.00 367.00
98.00 43.00 50.00 334.00
68.00 40.00 84.00 400.00
38.00 94.00 82.00 472.00
35.00 81.00 27.00 278.00
56.00 79.00 52.00 370.00
64.00 37.00 58.00 312.00
52.00 93.00 94.00 520.00
54.00 48.00 96.00 438.00
81.00 56.00 85.00 448.00
30.00 55.00 27.00 221.00
76.00 81.00 92.00 514.00
75.00 72.00 89.00 486.00
33.00 27.00 79.00 324.00
89.00 81.00 21.00 314.00
47.00 22.00 70.00 301.00
22.00 29.00 20.00 140.00
48.00 37.00 51.00 275.00
45.00 46.00 42.00 263.00
26.00 31.00 78.00 322.00
28.00 44.00 34.00 218.00
84.00 82.00 63.00 437.00
71.00 45.00 98.00 455.00
83.00 68.00 98.00 513.00
45.00 48.00 31.00 234.00
68.00 37.00 46.00 280.00
66.00 94.00 98.00 548.00
48.00 35.00 20.00 178.00
39.00 97.00 85.00 488.00
27.00 55.00 92.00 413.00
58.00 45.00 87.00 409.00
99.00 64.00 21.00 290.00
36.00 55.00 65.00 341.00
65.00 37.00 66.00 337.00
46.00 89.00 61.00 407.00
20.00 90.00 82.00 446.00
73.00 21.00 30.00 205.00
60.00 52.00 71.00 377.00
43.00 86.00 62.00 401.00
80.00 79.00 80.00 478.00
59.00 42.00 21.00 206.00
41.00 52.00 87.00 406.00
67.00 91.00 52.00 405.00
69.00 39.00 55.00 312.00
69.00 62.00 95.00 478.00
45.00 64.00 67.00 374.00
60.00 26.00 64.00 304.00
68.00 33.00 58.00 308.00
96.00 21.00 73.00 357.00
71.00 38.00 86.00 405.00
96.00 34.00 68.00 368.00
97.00 28.00 31.00 246.00
39.00 50.00 34.00 241.00
95.00 92.00 89.00 546.00
89.00 22.00 73.00 352.00
72.00 78.00 95.00 513.00
80.00 42.00 46.00 302.00
28.00 74.00 40.00 296.00
83.00 31.00 83.00 394.00
69.00 77.00 97.00 514.00
76.00 46.00 40.00 288.00
33.00 53.00 38.00 253.00
29.00 84.00 79.00 434.00
54.00 35.00 89.00 391.00
32.00 38.00 37.00 219.00
61.00 40.00 91.00 414.00
75.00 27.00 92.00 405.00
80.00 49.00 92.00 454.00
90.00 65.00 35.00 325.00
46.00 77.00 97.00 491.00
95.00 40.00 61.00 358.00
39.00 80.00 99.00 496.00
62.00 29.00 77.00 351.00
96.00 55.00 80.00 446.00
45.00 30.00 99.00 402.00
95.00 42.00 27.00 260.00
41.00 43.00 29.00 214.00
52.00 51.00 35.00 259.00
59.00 22.00 80.00 343.00
62.00 30.00 83.00 371.00
22.00 34.00 37.00 201.00
86.00 71.00 69.00 435.00
47.00 55.00 54.00 319.00
79.00 67.00 89.00 480.00
92.00 67.00 86.00 484.00
84.00 39.00 77.00 393.00
58.00 52.00 27.00 243.00
35.00 86.00 52.00 363.00
35.00 81.00 54.00 359.00
90.00 82.00 60.00 434.00
95.00 100.00 66.00 493.00
75.00 97.00 24.00 341.00
87.00 59.00 81.00 448.00
93.00 41.00 94.00 457.00
81.00 47.00 98.00 469.00
65.00 71.00 91.00 480.00
87.00 20.00 84.00 379.00
82.00 71.00 100.00 524.00
87.00 41.00 99.00 466.00
45.00 96.00 89.00 504.00
26.00 81.00 81.00 431.00
23.00 94.00 82.00 457.00
25.00 77.00 91.00 452.00
73.00 100.00 72.00 489.00
68.00 37.00 20.00 202.00
39.00 61.00 50.00 311.00
62.00 74.00 38.00 324.00
92.00 58.00 81.00 451.00
86.00 20.00 24.00 198.00
69.00 95.00 58.00 433.00
90.00 73.00 61.00 419.00
65.00 55.00 80.00 415.00
43.00 48.00 97.00 430.00
80.00 24.00 76.00 356.00
68.00 45.00 60.00 338.00
76.00 34.00 91.00 417.00
69.00 64.00 77.00 428.00
44.00 72.00 91.00 461.00
68.00 40.00 91.00 421.00
83.00 85.00 43.00 382.00
72.00 40.00 25.00 227.00
54.00 80.00 97.00 505.00
66.00 72.00 32.00 306.00
20.00 66.00 26.00 230.00
98.00 86.00 42.00 396.00
92.00 64.00 91.00 493.00
29.00 48.00 69.00 332.00
77.00 58.00 23.00 262.00
92.00 48.00 26.00 266.00
80.00 77.00 38.00 348.00
23.00 39.00 54.00 263.00
94.00 85.00 52.00 420.00
98.00 59.00 100.00 516.00
55.00 55.00 23.00 234.00
21.00 72.00 98.00 459.00
42.00 98.00 96.00 526.00
61.00 70.00 73.00 420.00
46.00 59.00 40.00 284.00
27.00 86.00 36.00 307.00
48.00 91.00 58.00 404.00
72.00 54.00 66.00 378.00
51.00 56.00 100.00 463.00
61.00 86.00 95.00 518.00
42.00 92.00 86.00 484.00
85.00 33.00 53.00 310.00
33.00 32.00 95.00 382.00
86.00 21.00 77.00 359.00
94.00 49.00 83.00 441.00
24.00 26.00 94.00 358.00
30.00 97.00 73.00 443.00
69.00 89.00 93.00 526.00
60.00 71.00 94.00 484.00
30.00 99.00 36.00 336.00
92.00 74.00 62.00 426.00
91.00 61.00 80.00 453.00
59.00 74.00 23.00 276.00
70.00 50.00 90.00 440.00
53.00 79.00 59.00 388.00
40.00 58.00 29.00 243.00
71.00 91.00 28.00 337.00
85.00 77.00 78.00 473.00
88.00 29.00 65.00 341.00
34.00 79.00 76.00 420.00
41.00 58.00 89.00 424.00
20.00 63.00 82.00 392.00
59.00 68.00 30.00 285.00
30.00 84.00 32.00 294.00
51.00 38.00 75.00 352.00
38.00 23.00 95.00 369.00
32.00 83.00 52.00 354.00
74.00 33.00 56.00 308.00
99.00 45.00 28.00 273.00
53.00 28.00 21.00 172.00
39.00 29.00 64.00 289.00
67.00 72.00 80.00 451.00
75.00 25.00 64.00 317.00
23.00 77.00 33.00 276.00
73.00 98.00 31.00 362.00
93.00 86.00 95.00 550.00
100.00 99.00 67.00 499.00
85.00 30.00 40.00 265.00
44.00 76.00 52.00 352.00
26.00 52.00 49.00 277.00
100.00 58.00 90.00 486.00
48.00 50.00 51.00 301.00
41.00 40.00 83.00 370.00
79.00 78.00 85.00 490.00
45.00 73.00 29.00 278.00
47.00 79.00 38.00 319.00
53.00 53.00 79.00 396.00
97.00 96.00 52.00 445.00
61.00 54.00 90.00 439.00
58.00 52.00 94.00 444.00
78.00 29.00 58.00 310.00
36.00 54.00 30.00 234.00
24.00 42.00 68.00 312.00
95.00 54.00 61.00 386.00
85.00 90.00 53.00 424.00
81.00 35.00 93.00 430.00
71.00 21.00 57.00 284.00
24.00 71.00 97.00 457.00
30.00 56.00 98.00 436.00
83.00 20.00 46.00 261.00
49.00 34.00 81.00 360.00
38.00 24.00 94.00 368.00
99.00 87.00 83.00 522.00
55.00 88.00 60.00 411.00
82.00 69.00 28.00 304.00
44.00 49.00 29.00 229.00
85.00 79.00 87.00 504.00
94.00 69.00 79.00 469.00
24.00 33.00 69.00 297.00
35.00 56.00 83.00 396.00
32.00 73.00 52.00 334.00
49.00 46.00 64.00 333.00
25.00 57.00 80.00 379.00
42.00 97.00 33.00 335.00
80.00 99.00 84.00 530.00
85.00 85.00 51.00 408.00
81.00 57.00 74.00 417.00
38.00 71.00 34.00 282.00
23.00 25.00 40.00 193.00
85.00 32.00 39.00 266.00
95.00 81.00 91.00 530.00
46.00 100.00 79.00 483.00
98.00 27.00 90.00 422.00
99.00 22.00 100.00 443.00
73.00 34.00 45.00 276.00
21.00 45.00 97.00 402.00
69.00 76.00 38.00 335.00
55.00 78.00 95.00 496.00
27.00 73.00 79.00 410.00
23.00 72.00 49.00 314.00
48.00 70.00 80.00 428.00
87.00 73.00 74.00 455.00
52.00 31.00 47.00 255.00
78.00 98.00 73.00 493.00
82.00 89.00 53.00 419.00
70.00 77.00 28.00 308.00
72.00 25.00 88.00 386.00
48.00 52.00 66.00 350.00
55.00 50.00 84.00 407.00
44.00 52.00 31.00 241.00
44.00 49.00 70.00 352.00
50.00 44.00 88.00 402.00
38.00 43.00 72.00 340.00
80.00 98.00 92.00 552.00
44.00 54.00 76.00 380.00
60.00 50.00 75.00 385.00
50.00 62.00 88.00 438.00
39.00 26.00 83.00 340.00
38.00 43.00 60.00 304.00
87.00 26.00 69.00 346.00
68.00 90.00 41.00 371.00
70.00 83.00 60.00 416.00
44.00 35.00 23.00 183.00
61.00 100.00 48.00 405.00
84.00 28.00 60.00 320.00
96.00 89.00 90.00 544.00
51.00 69.00 75.00 414.00
55.00 53.00 20.00 221.00
73.00 100.00 76.00 501.00
89.00 31.00 92.00 427.00
27.00 81.00 68.00 393.00
57.00 67.00 45.00 326.00
49.00 90.00 29.00 316.00
52.00 73.00 67.00 399.00
78.00 66.00 97.00 501.00
81.00 34.00 75.00 374.00
100.00 20.00 96.00 428.00
65.00 45.00 38.00 269.00
42.00 85.00 65.00 407.00
29.00 34.00 56.00 265.00
75.00 73.00 97.00 512.00
96.00 92.00 56.00 448.00
21.00 23.00 67.00 268.00
90.00 87.00 61.00 447.00
69.00 53.00 43.00 304.00
65.00 55.00 93.00 454.00
46.00 32.00 48.00 254.00
91.00 58.00 73.00 426.00
91.00 60.00 43.00 340.00
22.00 54.00 63.00 319.00
64.00 99.00 40.00 382.00
70.00 86.00 29.00 329.00
31.00 88.00 28.00 291.00
89.00 20.00 71.00 342.00
62.00 77.00 49.00 363.00
67.00 100.00 26.00 345.00
51.00 29.00 36.00 217.00
48.00 97.00 35.00 347.00
71.00 97.00 29.00 352.00
29.00 36.00 92.00 377.00
54.00 56.00 73.00 385.00
68.00 79.00 48.00 370.00
47.00 98.00 87.00 504.00
27.00 26.00 81.00 322.00
66.00 44.00 31.00 247.00
58.00 31.00 98.00 414.00
50.00 92.00 48.00 378.00
96.00 53.00 49.00 349.00
87.00 54.00 97.00 486.00
71.00 56.00 47.00 324.00
92.00 67.00 56.00 394.00
74.00 31.00 55.00 301.00
25.00 57.00 85.00 394.00
26.00 24.00 93.00 353.00
26.00 23.00 69.00 279.00
49.00 92.00 96.00 521.00
39.00 98.00 69.00 442.00
38.00 36.00 82.00 356.00
27.00 23.00 51.00 226.00
79.00 97.00 47.00 414.00
80.00 84.00 50.00 398.00
47.00 79.00 27.00 286.00
45.00 91.00 88.00 491.00
78.00 29.00 91.00 409.00
36.00 59.00 85.00 409.00
38.00 55.00 43.00 277.00
42.00 98.00 81.00 481.00
100.00 49.00 26.00 276.00
58.00 41.00 76.00 368.00
31.00 24.00 49.00 226.00
89.00 27.00 33.00 242.00
62.00 93.00 42.00 374.00
53.00 71.00 76.00 423.00
81.00 86.00 89.00 520.00
82.00 88.00 86.00 516.00
50.00 89.00 75.00 453.00
56.00 76.00 56.00 376.00
54.00 57.00 75.00 393.00
38.00 94.00 78.00 460.00
58.00 79.00 74.00 438.00
53.00 70.00 83.00 442.00
55.00 62.00 58.00 353.00
74.00 36.00 64.00 338.00
87.00 36.00 33.00 258.00
96.00 61.00 64.00 410.00
71.00 86.00 86.00 501.00
37.00 36.00 57.00 280.00
75.00 70.00 31.00 308.00
95.00 57.00 75.00 434.00
66.00 29.00 89.00 391.00
57.00 97.00 41.00 374.00
42.00 92.00 90.00 496.00
67.00 20.00 83.00 356.00
26.00 91.00 70.00 418.00
38.00 28.00 41.00 217.00
90.00 30.00 30.00 240.00
98.00 67.00 50.00 382.00
42.00 20.00 53.00 241.00
44.00 21.00 41.00 209.00
54.00 79.00 53.00 371.00
81.00 56.00 22.00 259.00
75.00 57.00 33.00 288.00
47.00 80.00 28.00 291.00
56.00 56.00 94.00 450.00
99.00 91.00 88.00 545.00
35.00 45.00 91.00 398.00
35.00 57.00 65.00 344.00
45.00 71.00 50.00 337.00
25.00 95.00 65.00 410.00
70.00 56.00 90.00 452.00
50.00 33.00 54.00 278.00
89.00 38.00 93.00 444.00
32.00 91.00 96.00 502.00
98.00 92.00 57.00 453.00
92.00 49.00 35.00 295.00
29.00 47.00 62.00 309.00
43.00 39.00 89.00 388.00
85.00 98.00 20.00 341.00
44.00 92.00 62.00 414.00
61.00 61.00 81.00 426.00
59.00 79.00 40.00 337.00
87.00 61.00 83.00 458.00
43.00 39.00 35.00 226.00
64.00 75.00 85.00 469.00
52.00 20.00 92.00 368.00
21.00 91.00 80.00 443.00
28.00 53.00 85.00 389.00
22.00 86.00 28.00 278.00
53.00 86.00 93.00 504.00
99.00 55.00 28.00 293.00
62.00 96.00 71.00 467.00
32.00 98.00 57.00 399.00
81.00 100.00 58.00 455.00
90.00 87.00 100.00 564.00
60.00 58.00 76.00 404.00
80.00 60.00 98.00 494.00
77.00 75.00 98.00 521.00
48.00 63.00 71.00 387.00
51.00 94.00 77.00 470.00
53.00 99.00 65.00 446.00
31.00 62.00 72.00 371.00
91.00 93.00 26.00 355.00
93.00 96.00 33.00 384.00
31.00 68.00 26.00 245.00
49.00 75.00 41.00 322.00
92.00 30.00 60.00 332.00
70.00 82.00 93.00 513.00
20.00 93.00 74.00 428.00
58.00 42.00 47.00 283.00
42.00 78.00 80.00 438.00
67.00 60.00 49.00 334.00
75.00 57.00 70.00 399.00
92.00 20.00 45.00 267.00
82.00 50.00 58.00 356.00
75.00 69.00 88.00 477.00
95.00 69.00 43.00 362.00
20.00 59.00 36.00 246.00
57.00 40.00 82.00 383.00
91.00 28.00 72.00 363.00
98.00 30.00 73.00 377.00
80.00 54.00 32.00 284.00
68.00 89.00 21.00 309.00
56.00 65.00 37.00 297.00
61.00 30.00 46.00 259.00
72.00 51.00 64.00 366.00
78.00 80.00 64.00 430.00
34.00 96.00 89.00 493.00
88.00 49.00 73.00 405.00
54.00 63.00 42.00 306.00
59.00 67.00 27.00 274.00
67.00 65.00 36.00 305.00
79.00 62.00 75.00 428.00
76.00 47.00 46.00 308.00
81.00 27.00 68.00 339.00
50.00 41.00 77.00 363.00
37.00 20.00 38.00 191.00
87.00 87.00 54.00 423.00
85.00 94.00 53.00 432.00
60.00 77.00 57.00 385.00
52.00 93.00 36.00 346.00
83.00 52.00 65.00 382.00
24.00 79.00 26.00 260.00
56.00 88.00 91.00 505.00
67.00 70.00 88.00 471.00
27.00 56.00 97.00 430.00
91.00 36.00 58.00 337.00
74.00 83.00 64.00 432.00
44.00 91.00 37.00 337.00
91.00 29.00 72.00 365.00
63.00 75.00 25.00 288.00
42.00 62.00 91.00 439.00
86.00 92.00 71.00 483.00
99.00 63.00 47.00 366.00
26.00 62.00 60.00 330.00
91.00 60.00 79.00 448.00
39.00 54.00 73.00 366.00
98.00 58.00 70.00 424.00
62.00 80.00 64.00 414.00
82.00 97.00 79.00 513.00
51.00 50.00 79.00 388.00
86.00 55.00 70.00 406.00
54.00 73.00 40.00 320.00
20.00 49.00 68.00 322.00
33.00 84.00 100.00 501.00
79.00 36.00 86.00 409.00
83.00 85.00 22.00 319.00
44.00 97.00 28.00 322.00
44.00 61.00 53.00 325.00
54.00 47.00 84.00 400.00
31.00 70.00 73.00 390.00
40.00 78.00 46.00 334.00
53.00 30.00 77.00 344.00
39.00 34.00 49.00 254.00
39.00 74.00 37.00 298.00
39.00 91.00 69.00 428.00
96.00 48.00 48.00 336.00
95.00 79.00 74.00 475.00
25.00 64.00 48.00 297.00
71.00 58.00 82.00 433.00
78.00 78.00 74.00 456.00
76.00 20.00 46.00 254.00
54.00 50.00 70.00 364.00
37.00 60.00 43.00 286.00
81.00 50.00 29.00 268.00
53.00 60.00 35.00 278.00
43.00 53.00 45.00 284.00
100.00 74.00 85.00 503.00
76.00 36.00 30.00 238.00
78.00 89.00 32.00 352.00
78.00 86.00 83.00 499.00
77.00 42.00 90.00 431.00
26.00 98.00 25.00 297.00
51.00 72.00 82.00 441.00
93.00 63.00 94.00 501.00
60.00 71.00 59.00 379.00
26.00 27.00 31.00 173.00
35.00 56.00 20.00 207.00
20.00 64.00 35.00 253.00
71.00 83.00 79.00 474.00
45.00 83.00 41.00 334.00
29.00 74.00 32.00 273.00
86.00 60.00 72.00 422.00
94.00 46.00 76.00 414.00
59.00 59.00 37.00 288.00
31.00 55.00 74.00 363.00
37.00 60.00 41.00 280.00
77.00 49.00 71.00 388.00
42.00 73.00 77.00 419.00
32.00 100.00 95.00 517.00
80.00 59.00 45.00 333.00
67.00 40.00 79.00 384.00
63.00 64.00 95.00 476.00
25.00 96.00 48.00 361.00
64.00 55.00 41.00 297.00
26.00 85.00 89.00 463.00
57.00 67.00 75.00 416.00
94.00 27.00 80.00 388.00
59.00 34.00 25.00 202.00
97.00 47.00 63.00 380.00
63.00 37.00 99.00 434.00
65.00 100.00 53.00 424.00
88.00 56.00 96.00 488.00
31.00 38.00 24.00 179.00
43.00 24.00 43.00 220.00
37.00 29.00 89.00 362.00
50.00 68.00 79.00 423.00
37.00 88.00 64.00 405.00
35.00 33.00 53.00 260.00
75.00 86.00 85.00 502.00
87.00 35.00 89.00 424.00
62.00 33.00 67.00 329.00
97.00 80.00 30.00 347.00
33.00 40.00 56.00 281.00
78.00 86.00 53.00 409.00
87.00 52.00 78.00 425.00
71.00 53.00 81.00 420.00
32.00 28.00 80.00 328.00
87.00 84.00 59.00 432.00
67.00 83.00 49.00 380.00
75.00 20.00 80.00 355.00
84.00 37.00 68.00 362.00
28.00 88.00 44.00 336.00
22.00 68.00 33.00 257.00
53.00 31.00 44.00 247.00
31.00 40.00 74.00 333.00
89.00 89.00 39.00 384.00
94.00 67.00 78.00 462.00
24.00 49.00 46.00 260.00
79.00 70.00 20.00 279.00
64.00 71.00 29.00 293.00
94.00 91.00 72.00 492.00
62.00 83.00 56.00 396.00
98.00 64.00 64.00 418.00
35.00 33.00 37.00 212.00
94.00 37.00 85.00 423.00
80.00 68.00 98.00 510.00
82.00 37.00 89.00 423.00
73.00 92.00 65.00 452.00
79.00 21.00 41.00 244.00
88.00 29.00 30.00 236.00
74.00 98.00 53.00 429.00
39.00 96.00 55.00 396.00
48.00 95.00 44.00 370.00
41.00 79.00 33.00 298.00
76.00 80.00 89.00 503.00
93.00 97.00 83.00 536.00
61.00 27.00 66.00 313.00
78.00 79.00 48.00 380.00
60.00 52.00 66.00 362.00
34.00 94.00 42.00 348.00
65.00 31.00 53.00 286.00
36.00 72.00 28.00 264.00
83.00 20.00 60.00 303.00
47.00 48.00 100.00 443.00
36.00 82.00 91.00 473.00
80.00 53.00 57.00 357.00
35.00 59.00 94.00 435.00
34.00 56.00 66.00 344.00
40.00 69.00 82.00 424.00
68.00 48.00 64.00 356.00
22.00 22.00 28.00 150.00
26.00 33.00 27.00 173.00
49.00 28.00 27.00 186.00
32.00 98.00 70.00 438.00
26.00 26.00 84.00 330.00
84.00 52.00 75.00 413.00
98.00 59.00 76.00 444.00
89.00 88.00 34.00 367.00
35.00 35.00 82.00 351.00
41.00 75.00 46.00 329.00
97.00 87.00 72.00 487.00
59.00 84.00 65.00 422.00
97.00 40.00 43.00 306.00
71.00 95.00 51.00 414.00
67.00 46.00 41.00 282.00
51.00 62.00 76.00 403.00
25.00 42.00 68.00 313.00
56.00 28.00 66.00 310.00
40.00 39.00 83.00 367.00
70.00 26.00 76.00 350.00
72.00 46.00 79.00 401.00
80.00 72.00 65.00 419.00
98.00 20.00 26.00 216.00
76.00 53.00 71.00 395.00
30.00 31.00 97.00 383.00
54.00 51.00 87.00 417.00
39.00 34.00 71.00 320.00
100.00 89.00 57.00 449.00
30.00 37.00 52.00 260.00
29.00 100.00 63.00 418.00
100.00 37.00 26.00 252.00
35.00 93.00 31.00 314.00
80.00 35.00 96.00 438.00
77.00 35.00 65.00 342.00
30.00 42.00 84.00 366.00
86.00 88.00 94.00 544.00
26.00 48.00 73.00 341.00
69.00 51.00 48.00 315.00
87.00 64.00 21.00 278.00
69.00 53.00 77.00 406.00
53.00 73.00 72.00 415.00
41.00 82.00 28.00 289.00
61.00 27.00 95.00 400.00
33.00 91.00 92.00 491.00
34.00 57.00 33.00 247.00
97.00 60.00 21.00 280.00
66.00 22.00 45.00 245.00
40.00 54.00 30.00 238.00
55.00 47.00 28.00 233.00
21.00 55.00 53.00 290.00
37.00 68.00 37.00 284.00
46.00 39.00 22.00 190.00
27.00 43.00 28.00 197.00
23.00 26.00 75.00 300.00
27.00 89.00 24.00 277.00
20.00 87.00 56.00 362.00
86.00 59.00 61.00 387.00
80.00 50.00 20.00 240.00
70.00 35.00 97.00 431.00
33.00 40.00 54.00 275.00
90.00 54.00 67.00 399.00
76.00 92.00 51.00 413.00
87.00 85.00 65.00 452.00
24.00 64.00 78.00 386.00
24.00 48.00 43.00 249.00
65.00 28.00 36.00 229.00
25.00 69.00 64.00 355.00
82.00 50.00 25.00 257.00
39.00 23.00 58.00 259.00
25.00 42.00 91.00 382.00
46.00 31.00 52.00 264.00
93.00 23.00 37.00 250.00
92.00 87.00 74.00 488.00
43.00 80.00 62.00 389.00
29.00 52.00 28.00 217.00
99.00 85.00 33.00 368.00
44.00 85.00 75.00 439.00
94.00 75.00 27.00 325.00
90.00 80.00 29.00 337.00
36.00 89.00 97.00 505.00
29.00 83.00 30.00 285.00
74.00 53.00 29.00 267.00
71.00 68.00 32.00 303.00
85.00 25.00 42.00 261.00
44.00 23.00 66.00 288.00
75.00 31.00 86.00 395.00
100.00 31.00 69.00 369.00
20.00 59.00 46.00 276.00
70.00 82.00 38.00 348.00
23.00 74.00 83.00 420.00
68.00 51.00 61.00 353.00
63.00 77.00 49.00 364.00
94.00 29.00 33.00 251.00
74.00 24.00 32.00 218.00
81.00 50.00 21.00 244.00
89.00 32.00 28.00 237.00
39.00 67.00 100.00 473.00
99.00 79.00 70.00 467.00
98.00 88.00 66.00 472.00
36.00 100.00 91.00 509.00
59.00 57.00 40.00 293.00
41.00 53.00 75.00 372.00
31.00 71.00 84.00 425.00
71.00 47.00 78.00 399.00
97.00 47.00 51.00 344.00
25.00 74.00 73.00 392.00
32.00 40.00 48.00 256.00
48.00 87.00 84.00 474.00
71.00 41.00 62.00 339.00
64.00 81.00 91.00 499.00
70.00 87.00 53.00 403.00
29.00 41.00 78.00 345.00
69.00 40.00 44.00 281.00
41.00 54.00 41.00 272.00
57.00 84.00 21.00 288.00
23.00 46.00 81.00 358.00
48.00 49.00 53.00 305.00
34.00 39.00 66.00 310.00
63.00 100.00 24.00 335.00
93.00 71.00 36.00 343.00
82.00 48.00 22.00 244.00
94.00 65.00 79.00 461.00
75.00 73.00 49.00 368.00
56.00 95.00 62.00 432.00
38.00 20.00 56.00 246.00
59.00 20.00 96.00 387.00
43.00 23.00 56.00 257.00
46.00 26.00 38.00 212.00
45.00 78.00 58.00 375.00
50.00 32.00 72.00 330.00
59.00 76.00 22.00 277.00
95.00 63.00 75.00 446.00
35.00 46.00 78.00 361.00
92.00 31.00 94.00 436.00
35.00 84.00 98.00 497.00
83.00 57.00 83.00 446.00
88.00 57.00 95.00 487.00
91.00 30.00 70.00 361.00
68.00 86.00 33.00 339.00
58.00 91.00 39.00 357.00
65.00 77.00 83.00 468.00
78.00 80.00 54.00 400.00
52.00 84.00 43.00 349.00
41.00 87.00 31.00 308.00
85.00 36.00 47.00 298.00
90.00 72.00 58.00 408.00
33.00 41.00 42.00 241.00
38.00 46.00 95.00 415.00
51.00 50.00 52.00 307.00
92.00 21.00 27.00 215.00
48.00 61.00 86.00 428.00
83.00 69.00 99.00 518.00
68.00 45.00 64.00 350.00
49.00 41.00 33.00 230.00
100.00 23.00 86.00 404.00
87.00 43.00 38.00 287.00
38.00 32.00 57.00 273.00
90.00 95.00 69.00 487.00
38.00 78.00 32.00 290.00
45.00 70.00 88.00 449.00
52.00 93.00 55.00 403.00
73.00 93.00 97.00 550.00
65.00 83.00 58.00 405.00
50.00 84.00 52.00 374.00
37.00 73.00 89.00 450.00
70.00 96.00 78.00 496.00
25.00 23.00 70.00 281.00
43.00 56.00 27.00 236.00
59.00 71.00 90.00 471.00
52.00 74.00 22.00 266.00
96.00 20.00 67.00 337.00
29.00 99.00 36.00 335.00
96.00 43.00 99.00 479.00
20.00 100.00 90.00 490.00
94.00 60.00 56.00 382.00
34.00 77.00 64.00 380.00
38.00 45.00 95.00 413.00
85.00 85.00 33.00 354.00
33.00 59.00 38.00 265.00
27.00 67.00 73.00 380.00
22.00 31.00 77.00 315.00
89.00 97.00 93.00 562.00
85.00 98.00 25.00 356.00
72.00 42.00 60.00 336.00
78.00 85.00 76.00 476.00
83.00 40.00 79.00 400.00
40.00 59.00 95.00 443.00
78.00 59.00 90.00 466.00
46.00 50.00 75.00 371.00
29.00 72.00 94.00 455.00
56.00 67.00 51.00 343.00
27.00 92.00 64.00 403.00
90.00 97.00 73.00 503.00
47.00 58.00 40.00 283.00
24.00 30.00 21.00 147.00
54.00 66.00 39.00 303.00
49.00 22.00 78.00 327.00
70.00 50.00 39.00 287.00
42.00 36.00 27.00 195.00
54.00 100.00 60.00 434.00
26.00 66.00 36.00 266.00
32.00 40.00 59.00 289.00
40.00 71.00 32.00 278.00
97.00 38.00 73.00 392.00
52.00 93.00 56.00 406.00
20.00 96.00 69.00 419.00
24.00 70.00 97.00 455.00
30.00 38.00 89.00 373.00
85.00 50.00 87.00 446.00
65.00 89.00 82.00 489.00
41.00 32.00 85.00 360.00
58.00 40.00 67.00 339.00
29.00 78.00 61.00 368.00
38.00 21.00 66.00 278.00
22.00 53.00 57.00 299.00
41.00 44.00 27.00 210.00
70.00 68.00 46.00 344.00
24.00 29.00 72.00 298.00
32.00 91.00 51.00 367.00
37.00 76.00 91.00 462.00
76.00 92.00 30.00 350.00
71.00 25.00 36.00 229.00
49.00 79.00 77.00 438.00
37.00 87.00 39.00 328.00
100.00 98.00 83.00 545.00
78.00 66.00 25.00 285.00
78.00 65.00 88.00 472.00
92.00 60.00 83.00 461.00
51.00 41.00 33.00 232.00
92.00 49.00 41.00 313.00
94.00 41.00 50.00 326.00
79.00 33.00 91.00 418.00
26.00 66.00 96.00 446.00
50.00 98.00 61.00 429.00
62.00 65.00 90.00 462.00
80.00 78.00 26.00 314.00
28.00 99.00 64.00 418.00
50.00 30.00 35.00 215.00
87.00 20.00 66.00 325.00
62.00 62.00 77.00 417.00
56.00 72.00 38.00 314.00
56.00 50.00 79.00 393.00
43.00 95.00 58.00 407.00
58.00 74.00 48.00 350.00
87.00 97.00 81.00 524.00
76.00 49.00 93.00 453.00
83.00 27.00 93.00 416.00
